Date,Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
2018-02-01,122,0,-5.2,56,1.4,1996,-12.6,0.0,0.0,1.6,Winter,No Holiday,Yes
2018-02-01,149,1,-5.4,54,1.7,1996,-13.2,0.0,0.0,1.6,Winter,No Holiday,Yes
2018-02-01,103,2,-5.5,53,2.1,1980,-13.5,0.0,0.0,1.6,Winter,No Holiday,Yes
2018-02-01,81,3,-6.2,57,1.6,1874,-13.3,0.0,0.0,1.6,Winter,No Holiday,Yes
2018-02-01,37,4,-7.1,56,1.8,1841,-14.4,0.0,0.0,1.6,Winter,No Holiday,Yes
2018-02-01,51,5,-7.8,65,2.3,1737,-13.2,0.0,0.0,1.6,Winter,No Holiday,Yes
2018-02-01,95,6,-8.1,59,0.7,1915,-14.7,0.0,0.0,1.6,Winter,No Holiday,Yes
2018-02-01,244,7,-8.7,64,0.5,1972,-14.2,0.0,0.0,1.6,Winter,No Holiday,Yes
2018-02-01,459,8,-8.6,59,1.0,1948,-15.1,0.01,0.0,1.6,Winter,No Holiday,Yes
2018-02-01,259,9,-7.9,50,0.6,1805,-16.5,0.23,0.0,1.6,Winter,No Holiday,Yes
2018-02-01,168,10,-5.0,41,0.5,1799,-16.2,0.64,0.0,1.5,Winter,No Holiday,Yes
2018-02-01,194,11,-2.6,33,1.5,1830,-16.6,0.95,0.0,1.4,Winter,No Holiday,Yes
2018-02-01,240,12,-1.1,31,1.3,1869,-16.1,1.2,0.0,1.3,Winter,No Holiday,Yes
2018-02-01,233,13,0.3,28,3.1,1988,-16.1,1.3,0.0,1.0,Winter,No Holiday,Yes
2018-02-01,256,14,0.8,23,3.2,2000,-18.0,1.29,0.0,0.5,Winter,No Holiday,Yes
2018-02-01,293,15,0.7,25,3.0,1987,-17.1,1.12,0.0,0.0,Winter,No Holiday,Yes
2018-02-01,268,16,1.1,26,2.1,1957,-16.3,0.82,0.0,0.0,Winter,No Holiday,Yes
2018-02-01,341,17,0.3,26,2.4,1977,-17.0,0.45,0.0,0.0,Winter,No Holiday,Yes
2018-02-01,542,18,-1.0,28,1.9,2000,-17.2,0.08,0.0,0.0,Winter,No Holiday,Yes
2018-02-01,344,19,-1.8,32,1.5,2000,-16.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-01,263,20,-2.4,36,1.0,2000,-15.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-01,257,21,-3.2,47,1.8,1917,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-01,235,22,-3.9,52,1.2,1871,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-01,143,23,-4.5,55,0.4,1908,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,138,0,-4.9,56,1.1,1982,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,159,1,-5.2,56,0.9,1973,-12.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,102,2,-5.7,59,0.3,1951,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,65,3,-6.3,63,0.9,1425,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,47,4,-6.7,65,1.1,1705,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,48,5,-6.8,61,0.2,1724,-13.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,115,6,-7.0,62,1.3,1830,-13.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,267,7,-7.4,62,1.5,1909,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,558,8,-7.4,58,2.2,1882,-14.2,0.01,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,280,9,-6.5,54,1.2,1541,-14.2,0.22,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,187,10,-4.1,43,1.2,1187,-14.8,0.59,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,234,11,-1.4,37,1.0,1317,-14.2,0.91,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,303,12,0.9,37,1.5,1283,-12.1,1.12,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,294,13,1.6,29,2.2,1662,-14.5,1.2,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,293,14,3.2,26,2.2,1499,-14.5,1.16,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,310,15,3.6,26,2.4,1687,-14.1,0.99,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,330,16,2.9,26,3.0,1968,-14.7,0.69,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,382,17,2.0,25,2.3,1998,-16.0,0.34,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,592,18,0.5,37,3.0,1733,-12.5,0.06,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,379,19,-0.5,43,2.5,1666,-11.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,241,20,-1.3,51,2.4,1481,-10.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,225,21,-2.0,61,1.7,1655,-8.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,227,22,-2.4,63,1.3,1523,-8.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-02,178,23,-2.6,69,2.0,1434,-7.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-03,182,0,-2.5,69,2.2,1366,-7.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-03,184,1,-2.3,71,3.2,1078,-6.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-03,123,2,-3.4,82,4.2,184,-6.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-03,60,3,-4.4,80,4.3,346,-7.3,0.0,0.1,0.1,Winter,No Holiday,Yes
2018-02-03,35,4,-5.6,74,4.0,387,-9.5,0.0,0.0,0.2,Winter,No Holiday,Yes
2018-02-03,31,5,-6.3,65,3.9,1521,-11.8,0.0,0.0,0.3,Winter,No Holiday,Yes
2018-02-03,33,6,-7.8,57,4.8,1867,-14.8,0.0,0.4,0.3,Winter,No Holiday,Yes
2018-02-03,67,7,-8.8,58,4.0,1942,-15.5,0.0,0.0,0.3,Winter,No Holiday,Yes
2018-02-03,116,8,-9.5,56,3.5,1979,-16.6,0.01,0.0,0.3,Winter,No Holiday,Yes
2018-02-03,168,9,-9.4,47,3.3,1995,-18.6,0.42,0.0,0.3,Winter,No Holiday,Yes
2018-02-03,144,10,-8.5,43,4.0,1797,-18.8,1.09,0.0,0.2,Winter,No Holiday,Yes
2018-02-03,195,11,-7.7,41,4.6,1984,-18.7,1.65,0.0,0.2,Winter,No Holiday,Yes
2018-02-03,192,12,-6.0,38,3.4,1930,-18.0,2.04,0.0,0.0,Winter,No Holiday,Yes
2018-02-03,229,13,-5.8,38,3.7,1961,-17.8,2.25,0.0,0.0,Winter,No Holiday,Yes
2018-02-03,196,14,-5.0,31,4.0,2000,-19.5,2.18,0.0,0.0,Winter,No Holiday,Yes
2018-02-03,210,15,-4.5,31,4.3,1979,-19.1,1.91,0.0,0.0,Winter,No Holiday,Yes
2018-02-03,205,16,-4.2,31,3.5,1974,-18.8,1.42,0.0,0.0,Winter,No Holiday,Yes
2018-02-03,211,17,-5.6,32,4.6,2000,-19.7,0.53,0.0,0.0,Winter,No Holiday,Yes
2018-02-03,175,18,-6.6,36,4.4,2000,-19.2,0.15,0.0,0.0,Winter,No Holiday,Yes
2018-02-03,135,19,-7.6,32,4.8,2000,-21.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-03,109,20,-8.5,31,4.1,2000,-22.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-03,107,21,-9.1,38,2.7,2000,-20.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-03,92,22,-9.7,45,3.0,2000,-19.4,0.0,0.0,0.0,Winter,No Holiday,Yes
