Date,Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
2018-07-01,865,0,22.6,88,0.2,1259,20.5,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-07-01,740,1,22.7,87,0.5,1072,20.4,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-07-01,586,2,22.7,87,0.5,1187,20.4,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-07-01,368,3,22.7,86,0.7,1455,20.2,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-07-01,211,4,22.7,85,0.7,1547,20.0,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-07-01,54,5,22.6,86,0.5,1076,20.1,0.0,0.1,0.0,Summer,No Holiday,Yes
2018-07-01,60,6,22.3,93,0.6,1262,21.1,0.01,0.4,0.0,Summer,No Holiday,Yes
2018-07-01,25,7,22.1,89,0.5,1617,20.1,0.08,0.5,0.0,Summer,No Holiday,Yes
2018-07-01,20,8,22.1,93,0.5,805,20.9,0.14,1.0,0.0,Summer,No Holiday,Yes
2018-07-01,9,9,22.1,94,0.9,624,21.0,0.22,1.5,0.0,Summer,No Holiday,Yes
2018-07-01,13,10,21.6,97,0.5,266,21.0,0.13,12.0,0.0,Summer,No Holiday,Yes
2018-07-01,11,11,21.2,97,1.2,105,20.6,0.15,18.5,0.0,Summer,No Holiday,Yes
2018-07-01,9,12,21.1,97,1.2,653,20.5,0.17,7.5,0.0,Summer,No Holiday,Yes
2018-07-01,30,13,21.2,97,1.1,760,20.6,0.2,3.5,0.0,Summer,No Holiday,Yes
2018-07-01,14,14,21.5,97,0.7,1522,20.9,0.29,1.0,0.0,Summer,No Holiday,Yes
2018-07-01,51,15,21.8,97,0.7,324,21.2,0.14,5.5,0.0,Summer,No Holiday,Yes
2018-07-01,41,16,22.2,97,1.1,1745,21.6,0.25,1.0,0.0,Summer,No Holiday,Yes
2018-07-01,25,17,22.4,96,0.4,1661,21.7,0.21,1.5,0.0,Summer,No Holiday,Yes
2018-07-01,17,18,22.2,96,1.2,673,21.5,0.09,3.5,0.0,Summer,No Holiday,Yes
2018-07-01,18,19,21.9,96,1.2,509,21.2,0.01,5.5,0.0,Summer,No Holiday,Yes
2018-07-01,16,20,21.9,97,1.1,534,21.3,0.0,6.0,0.0,Summer,No Holiday,Yes
2018-07-01,17,21,21.8,97,0.6,692,21.2,0.0,3.5,0.0,Summer,No Holiday,Yes
2018-07-01,16,22,21.7,97,0.7,540,21.1,0.0,3.5,0.0,Summer,No Holiday,Yes
2018-07-01,15,23,21.5,97,1.5,523,20.9,0.0,5.0,0.0,Summer,No Holiday,Yes
2018-07-02,26,0,21.4,97,0.6,680,20.8,0.0,2.5,0.0,Summer,No Holiday,Yes
2018-07-02,28,1,21.3,97,1.0,1451,20.7,0.0,3.0,0.0,Summer,No Holiday,Yes
2018-07-02,17,2,21.2,97,0.8,1018,20.6,0.0,2.0,0.0,Summer,No Holiday,Yes
2018-07-02,23,3,21.1,96,2.4,866,20.4,0.0,4.5,0.0,Summer,No Holiday,Yes
2018-07-02,58,4,20.8,97,1.0,2000,20.3,0.0,4.0,0.0,Summer,No Holiday,Yes
2018-07-02,28,5,20.7,97,0.3,2000,20.2,0.0,0.5,0.0,Summer,No Holiday,Yes
2018-07-02,40,6,20.7,97,0.3,1262,20.2,0.0,1.0,0.0,Summer,No Holiday,Yes
2018-07-02,126,7,20.7,97,0.4,1801,20.2,0.0,0.5,0.0,Summer,No Holiday,Yes
2018-07-02,104,8,20.8,96,0.4,1627,20.1,0.11,1.5,0.0,Summer,No Holiday,Yes
2018-07-02,128,9,21.0,97,1.3,825,20.4,0.14,3.0,0.0,Summer,No Holiday,Yes
2018-07-02,27,10,21.4,97,0.6,563,20.8,0.27,1.0,0.0,Summer,No Holiday,Yes
2018-07-02,153,11,21.7,97,0.5,591,21.1,0.25,8.0,0.0,Summer,No Holiday,Yes
2018-07-02,218,12,22.4,97,1.0,945,21.8,0.46,0.0,0.0,Summer,No Holiday,Yes
2018-07-02,304,13,22.6,97,0.6,367,22.0,0.3,0.5,0.0,Summer,No Holiday,Yes
2018-07-02,381,14,23.3,96,0.3,434,22.6,0.53,0.0,0.0,Summer,No Holiday,Yes
2018-07-02,619,15,24.2,93,1.0,590,22.9,0.78,0.0,0.0,Summer,No Holiday,Yes
2018-07-02,839,16,25.2,87,0.9,601,22.8,0.88,0.0,0.0,Summer,No Holiday,Yes
2018-07-02,861,17,25.3,87,0.6,751,22.9,0.49,0.0,0.0,Summer,No Holiday,Yes
2018-07-02,832,18,24.9,87,1.9,1742,22.5,0.25,0.0,0.0,Summer,No Holiday,Yes
2018-07-02,44,19,24.1,93,2.1,1118,22.8,0.23,1.5,0.0,Summer,No Holiday,Yes
2018-07-02,61,20,23.5,97,0.1,1814,22.9,0.04,24.0,0.0,Summer,No Holiday,Yes
2018-07-02,72,21,23.4,98,0.4,1038,23.0,0.0,1.0,0.0,Summer,No Holiday,Yes
2018-07-02,83,22,23.4,98,0.3,585,23.0,0.0,2.5,0.0,Summer,No Holiday,Yes
2018-07-02,168,23,23.4,98,0.3,662,23.0,0.0,0.5,0.0,Summer,No Holiday,Yes
2018-07-03,349,0,23.2,98,0.2,927,22.8,0.0,0.5,0.0,Summer,No Holiday,Yes
2018-07-03,407,1,23.1,98,0.0,958,22.7,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-07-03,354,2,23.0,98,0.1,1026,22.6,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-07-03,233,3,22.8,98,0.0,1734,22.4,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-07-03,149,4,22.7,97,0.2,1808,22.1,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-07-03,224,5,22.6,97,0.0,1383,22.0,0.0,0.0,0.0,Summer,No Holiday,Yes
2018-07-03,600,6,22.6,95,0.1,1937,21.7,0.05,0.0,0.0,Summer,No Holiday,Yes
2018-07-03,1308,7,23.5,86,0.2,1908,21.0,0.38,0.0,0.0,Summer,No Holiday,Yes
2018-07-03,2135,8,24.3,83,0.5,1986,21.2,0.53,0.0,0.0,Summer,No Holiday,Yes
2018-07-03,1156,9,25.7,76,0.8,1920,21.1,1.11,0.0,0.0,Summer,No Holiday,Yes
2018-07-03,818,10,27.6,71,1.6,1870,21.8,2.14,0.0,0.0,Summer,No Holiday,Yes
