Date,Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
2018-05-01,782,0,18.3,78,0.8,349,14.3,0.0,0.0,0.0,Spring,Holiday,Yes
2018-05-01,705,1,18.3,83,1.1,451,15.3,0.0,0.0,0.0,Spring,Holiday,Yes
2018-05-01,534,2,18.2,85,0.8,355,15.6,0.0,0.0,0.0,Spring,Holiday,Yes
2018-05-01,343,3,18.1,85,1.0,284,15.5,0.0,0.0,0.0,Spring,Holiday,Yes
2018-05-01,187,4,18.0,85,0.3,275,15.4,0.0,0.0,0.0,Spring,Holiday,Yes
2018-05-01,166,5,18.0,85,0.8,346,15.4,0.0,0.0,0.0,Spring,Holiday,Yes
2018-05-01,306,6,17.8,85,0.6,265,15.2,0.0,0.0,0.0,Spring,Holiday,Yes
2018-05-01,614,7,18.0,82,0.7,264,14.8,0.11,0.0,0.0,Spring,Holiday,Yes
2018-05-01,1067,8,18.8,76,0.6,301,14.4,0.36,0.0,0.0,Spring,Holiday,Yes
2018-05-01,1024,9,20.7,67,1.1,464,14.3,1.3,0.0,0.0,Spring,Holiday,Yes
2018-05-01,1002,10,22.2,61,1.2,531,14.3,1.72,0.0,0.0,Spring,Holiday,Yes
2018-05-01,1117,11,22.7,63,1.1,605,15.2,1.36,0.0,0.0,Spring,Holiday,Yes
2018-05-01,1315,12,22.1,67,2.7,462,15.6,0.81,0.0,0.0,Spring,Holiday,Yes
2018-05-01,1493,13,23.0,63,3.1,494,15.5,1.92,0.0,0.0,Spring,Holiday,Yes
2018-05-01,1536,14,23.0,64,2.8,520,15.8,1.59,0.0,0.0,Spring,Holiday,Yes
2018-05-01,1639,15,23.1,61,2.5,556,15.1,1.5,0.0,0.0,Spring,Holiday,Yes
2018-05-01,1759,16,22.6,63,3.1,551,15.1,0.88,0.0,0.0,Spring,Holiday,Yes
2018-05-01,1898,17,22.0,65,2.4,589,15.1,0.47,0.0,0.0,Spring,Holiday,Yes
2018-05-01,2082,18,21.6,67,2.0,584,15.2,0.24,0.0,0.0,Spring,Holiday,Yes
2018-05-01,1696,19,21.2,68,1.5,610,15.0,0.16,0.0,0.0,Spring,Holiday,Yes
2018-05-01,1656,20,20.6,72,1.3,587,15.3,0.0,0.0,0.0,Spring,Holiday,Yes
